날짜,금융투자,보험,투신,사모,은행,기타금융,연기금,기타법인,개인,외국인,기타외국인,전체,기관합계
2024-03-13,20950,-36703,-21307,-1792,0,-1137,955,-37099,116783,-40527,-123,0,-76133
2024-03-14,8309,4279,9408,12298,0,0,-7489,-290,-44718,19196,-993,0,26515
2024-03-15,-21082,633,17048,5984,0,0,0,93,64732,-67438,30,0,2676
2024-03-18,11634,593,-2320,-1020,0,0,12752,-493,-21435,285,4,0,21146
2024-03-19,-26957,8039,29189,2991,15000,0,121168,-13478,-383429,270655,-23178,0,135952
2024-03-20,8437,3753,14787,-141,0,2,1107,-42820,-111678,128806,-2253,0,-14875
2024-03-21,22057,2240,7307,53516,0,-3894,-3222,-8432,-26644,-42226,-702,0,69572
2024-03-22,-3117,1342,7763,-77,0,0,21449,8157,-171633,137325,-1209,0,35517
2024-03-25,11117,35422,-1504,23661,0,0,5119,4427,-66766,-10987,-489,0,78242
2024-03-26,35557,25793,27368,40686,0,2557,75338,-27142,-399709,219065,487,0,180157
2024-03-27,-49253,17548,17313,46394,0,0,73806,7477,-256115,140585,2245,0,113285
2024-03-28,33618,-33750,-48253,28018,0,-1,95130,16750,434,-91898,-48,0,91512
2024-03-29,-5616,13356,12762,28746,-15000,0,82611,5420,-125304,3207,-182,0,122279
2024-04-01,63636,63730,206816,120977,0,42034,256503,-4572,-912824,165226,-1526,0,749124
2024-04-02,7025,9426,51934,12500,1118,1,26874,7941,116728,-231380,-2167,0,116819
2024-04-03,-45079,11665,32694,-4630,0,552,105634,3131,-25107,-79885,1025,0,103967
2024-04-04,30745,4371,48081,4944,0,2312,132337,-21866,-182288,-16907,-1729,0,200924
2024-04-05,-12716,9540,27322,34,0,0,71042,2707,-28598,-72476,3145,0,97929
2024-04-08,-61908,-11538,23418,32309,0,2290,93067,-2767,-134004,58595,538,0,74871
2024-04-09,-6786,-22828,34870,24094,0,2461,116646,6752,-187890,17890,14791,0,155209
2024-04-11,-61729,-36547,-40655,-11510,0,0,-14658,-921,130829,35325,-134,0,-166020
2024-04-12,-58256,2826,17204,-10535,0,-2332,36563,24753,-567,-1596,-8060,0,10223
2024-04-15,13539,2851,4624,1159,0,0,21920,9976,-81518,28265,-816,0,54069
2024-04-16,12056,-5314,3622,0,0,0,73653,17386,-44166,-57267,30,0,101403
2024-04-17,14210,11529,11255,11252,0,649,144058,515,-108114,-86331,977,0,193468
2024-04-18,45743,1004,17603,25160,1000,169,23663,20066,-57334,-76458,-616,0,134408
2024-04-19,-37798,23524,45508,24439,1000,0,77416,1317,-116035,-17796,-1575,0,135406
2024-04-22,68355,-31918,-11452,1359,0,0,23485,-6666,60703,-103505,-361,0,43163
2024-04-23,14585,1066,-19875,0,1000,0,3775,136,-5897,4169,1041,0,687
2024-04-24,-30286,-461,-17383,2750,4414,0,0,-102,32901,8801,-634,0,-41068
2024-04-25,-63241,905,-30580,-2871,0,1,27144,14867,1701,52324,-250,0,-53775
2024-04-26,12684,3143,19963,-7330,0,0,65491,12849,-127072,21709,-1437,0,106800
2024-04-29,90323,584,-28746,-62934,3000,0,48484,6485,-95842,39614,-968,0,57196
2024-04-30,-7656,-11592,7016,-2109,0,0,33975,-1503,2821,-21184,232,0,18131
2024-05-02,118794,-13878,34744,84350,0,0,5070,3516,-283840,50675,569,0,232596
2024-05-03,21607,-7518,-24967,-7420,-7000,-2170,24621,72163,-23821,-43889,-1606,0,69316
2024-05-07,135889,-16233,-108924,-202850,7000,0,47050,-61929,691580,-490885,-698,0,-199997
2024-05-08,45453,-1632,-46907,-11456,0,-1,0,6305,-41069,51284,-1977,0,-8238
2024-05-09,2713,4438,-13142,-5523,3000,-1,-1809,2713,61963,-54598,246,0,-7611
2024-05-10,48174,32856,-71045,10671,0,0,74872,-29639,-197047,129864,1294,0,65889
2024-05-13,-23809,-318,13659,4345,3000,2258,37427,-3026,-159397,126901,-1040,0,33536
2024-05-14,2116,-23719,-6991,-945,0,0,-1721,28338,101689,-97770,-997,0,-2922
2024-05-16,17412,-15386,-20470,-1775,0,1,42688,2523,79177,-104117,-53,0,24993
2024-05-17,58659,-54,-6,7512,0,0,-1674,2996,-36790,-30056,-587,0,67433
2024-05-20,48749,-1295,-69811,-32513,-3000,0,82297,431,-15500,-7665,-1693,0,24858
2024-05-21,-50359,-14045,-44768,-4717,-5000,1142,-49295,-5185,170710,1259,258,0,-172227
2024-05-22,7933,8251,-89492,-46705,-5000,1,38232,5002,33081,49021,-324,0,-81778
2024-05-23,-22459,10593,-9898,0,0,0,-11118,-994,32637,-596,1835,0,-33876
2024-05-24,-37176,830,3672,-184,0,0,-3,4965,-8892,36823,-35,0,-27896
2024-05-27,32685,-3769,-9406,521,0,0,28100,-4632,-33887,-9690,78,0,43499
2024-05-28,-11524,-1636,-39522,-38300,0,-2398,-61520,-197,297690,-140672,-1921,0,-155097
2024-05-29,32413,-40489,-33038,286,0,-2418,-67325,7790,13415,89277,89,0,-102781
2024-05-30,16276,-28841,-60263,0,0,0,65009,171,-2025,9306,367,0,-7648
2024-05-31,-2907,-26239,-2006,2112,0,0,0,1050,-70987,98848,129,0,-27990
2024-06-03,8366,1124,15085,62,0,0,-5656,1320,-3729,-16682,110,0,20301
2024-06-04,21156,822,-3147,-5913,0,0,-31736,50,24042,-7901,2627,0,-18768
2024-06-05,25889,12522,-41296,-115,0,0,0,-4771,-4751,12844,-322,0,-7771
2024-06-07,-9716,-428,-8077,-512,0,0,0,5365,11086,2827,-545,0,-13368
2024-06-10,5429,6684,-4978,4815,0,0,26994,-5965,-12352,-20530,-97,0,32979
2024-06-11,14069,3103,1694,-512,0,1,-6030,3073,21207,-37548,943,0,15398
2024-06-12,14772,-1429,-9785,0,0,0,0,-1,22052,-24660,-949,0,3557
2024-06-13,-302,-1423,-17645,426,0,-1,-1189,-9430,-18199,47990,-227,0,-29564
2024-06-14,-11017,40195,49312,2474,0,2000,0,5124,-128557,43183,-2714,0,88088
2024-06-17,987,13401,21795,190,0,0,6100,-17157,36018,-61392,58,0,25316
2024-06-18,4279,3590,25781,0,0,0,36459,-19387,-14921,-36782,981,0,50722
2024-06-19,-57358,1118,-29823,-13292,0,-2865,-45314,76634,265979,-196400,1321,0,-70900
2024-06-20,35416,361,-6266,-6045,0,0,24686,23271,-71990,1687,-1120,0,71423
2024-06-21,428876,-1316,-300063,-4694,0,-1,166104,-5059,-384924,101221,-144,0,283847
2024-06-24,-13089,0,-255861,1498,0,0,36078,3606,189557,38608,-397,0,-227768
2024-06-25,-33059,20097,1006,7077,0,0,9777,14258,-22994,4526,-688,0,19156
2024-06-26,-20882,-4671,-546,2891,0,0,9752,35243,8908,-30616,-79,0,21787
2024-06-27,-11784,-41073,6868,-6880,0,1,-5272,50272,34571,-26483,-220,0,-7868
2024-06-28,-21640,-1096,-1935,55,0,0,27815,905,25793,-30257,360,0,4104
2024-07-01,846,-3898,2558,5751,0,0,3205,21069,-33265,3685,49,0,29531
2024-07-02,-4043,-9134,-5848,-12320,0,0,0,40502,33758,-42545,-370,0,9157
2024-07-03,-66910,-10967,-80644,-54525,0,0,-217357,57483,558055,-176842,-8293,0,-372920
2024-07-04,-1354,-35454,-54089,-22940,0,-1466,-335278,84183,315355,36265,14778,0,-366398
2024-07-05,-1035,-33593,-117795,-5362,-3414,-1616,-365831,200227,278169,49112,1138,0,-328419
2024-07-08,11604,-27551,-18527,-119,0,0,-130384,90127,9634,63374,1842,0,-74850
2024-07-09,-1944,-2277,-15446,-59,0,1,-102227,93414,91061,-62894,371,0,-28538
2024-07-10,-6434,-11754,-38456,-28,0,0,-38535,82251,1803,11659,-506,0,-12956
2024-07-11,3715,-167,4519,-118,0,0,-26703,34524,-17502,1898,-166,0,15770
2024-07-12,16778,-1323,20791,-862,0,0,0,-8121,-72996,48092,-2359,0,27263
2024-07-15,-7901,374,3799,-6,0,0,7562,25257,-22679,-5598,-808,0,29085
2024-07-16,-25092,-12066,-9780,-3359,0,0,-14789,69559,30823,-35395,99,0,4473
2024-07-17,18525,-15378,-19819,-392,0,1,-75135,-61193,106491,46449,451,0,-153391
2024-07-18,-3428,-107,2689,-61,0,0,-5553,102520,-75793,-23137,2870,0,96060
2024-07-19,-10150,-82,-32287,-4659,0,0,-50761,-415856,393819,114608,5368,0,-513795
2024-07-22,-27942,-32034,-21416,3129,0,0,-11349,400,67425,23965,-2178,0,-89212
2024-07-23,-55648,-47065,-166568,2036,0,0,-48740,53259,164329,97863,534,0,-262726
2024-07-24,-18896,-14126,-10487,2253,0,1,-33813,20216,51610,3661,-419,0,-54852
2024-07-25,-1458,-9996,-20975,-12948,0,0,0,45448,-26081,25315,695,0,71
2024-07-26,-6259,-14353,-58219,2103,0,85,9,101362,34287,-58784,-231,0,24728
2024-07-29,2103,-244,180,354,0,0,0,0,-26902,24349,160,0,2393
2024-07-30,1849,-1954,-7169,1554,0,0,-78303,-7912,105083,-13250,102,0,-91935
2024-07-31,59746,9,-7783,-12115,0,128,-46068,-249002,128464,126568,53,0,-255085
2024-08-01,13546,-1001,8703,-7700,0,0,-32217,199,-90571,108561,480,0,-18470
2024-08-02,39728,0,8729,2950,0,0,-12838,1043,159338,-199100,150,0,39612
2024-08-05,53233,-3919,-30193,-15,0,86,-123399,2703,176097,-74615,22,0,-101504
2024-08-06,9496,-3463,5155,-378,0,1,1312,25132,-269770,233061,-546,0,37255
2024-08-07,-11579,4001,-5020,-329,0,0,79016,357,-10520,-56226,300,0,66446
2024-08-08,-16105,-1705,2768,1564,0,0,-51989,0,29918,35537,12,0,-65467
2024-08-09,-20008,-5268,-7019,-165,0,-1999,-30744,3550,131066,-69878,465,0,-61653
2024-08-12,30438,-3798,-2592,-3306,0,0,-156977,9200,149337,-22918,616,0,-127035
2024-08-13,-41058,1163,-593,1674,0,0,-16887,4600,129587,-78067,-419,0,-51101
2024-08-14,1184,-131,0,-1388,0,0,-25759,-8796,-93674,126619,1945,0,-34890
2024-08-16,-4219,-55,-18818,2184,0,0,0,-1000,94288,-72399,19,0,-21908
2024-08-19,-37487,-3123,-300,1749,0,0,-31170,-352,66190,3990,503,0,-70683
2024-08-20,3349,-3710,-1116,-316,0,-79,-16977,3643,-7600,22328,478,0,-15206
2024-08-21,978,-3852,-20128,-978,0,0,-30697,-1296,11385,44674,-86,0,-55973
2024-08-22,2812,-2618,38479,-559,0,0,27501,-8783,-36152,-20419,-261,0,56832
2024-08-23,6803,-5877,26973,-378,0,-2562,0,-5721,-6164,-15971,2897,0,19238
2024-08-26,23486,-3620,-14289,0,0,-1,-1150,95,13572,-18112,19,0,4521
2024-08-27,17610,-9011,-5300,85,0,-3329,-8266,-3175,4010,7374,2,0,-11386
2024-08-28,3201,-1810,-180,1737,0,0,0,290,31006,-34178,-66,0,3238
2024-08-29,18876,0,0,-59,0,0,-14584,1000,-896,-338,-3999,0,5233
2024-08-30,9694,-1860,13610,22,0,0,0,3500,-17084,-7882,0,0,24966
2024-09-02,-1523,0,4282,-685,0,0,0,2005,6201,-8892,-1388,0,4079
2024-09-03,12655,7388,39815,19318,0,0,923,-6425,-50341,-22614,-719,0,73674
2024-09-04,-3350,0,0,-2077,0,0,21317,-3250,35125,-43292,-4473,0,12640
2024-09-05,-24540,14089,102608,4246,0,0,41160,-7154,-128434,-1887,-88,0,130409
2024-09-06,15818,14,53735,-211,0,0,25085,8793,9395,-112482,-147,0,103234
2024-09-09,8754,-2811,-12493,17692,0,0,-3264,-1190,-9451,2543,220,0,6688
2024-09-10,3071,0,2979,5194,0,0,0,5021,14310,-30785,210,0,16265
2024-09-11,20103,0,0,0,0,0,-10000,1881,-3350,-8348,-286,0,11984
2024-09-12,33532,-3566,-2933,-27,0,0,-41109,-25900,23812,15792,399,0,-40003
2024-09-13,10632,185,541,17083,0,-1,37160,-16497,-62774,13938,-267,0,49103
2024-09-19,-39989,0,-5019,0,0,0,-105439,-42696,330780,-138090,453,0,-193143
2024-09-20,-68903,-15605,-20356,1701,0,0,-44434,-1965,223114,-73213,-339,0,-149562
2024-09-23,-3341,-19,0,0,0,0,5000,-34970,28809,4592,-71,0,-33330
2024-09-24,5548,78,-5444,189,0,0,1059,-19490,8883,9203,-26,0,-18060
2024-09-25,99726,0,-48263,-41044,0,0,-34617,-138611,-10710,173335,184,0,-162809
2024-09-26,20401,15513,-32753,7783,0,0,-81876,131,36833,33971,-3,0,-70801
2024-09-27,60229,57392,76210,127749,0,4021,11778,-147033,-579859,393213,-3700,0,190346
2024-09-30,37454,3334,112601,135701,0,1284,11892,-99490,-30285,-176389,3898,0,202776
2024-10-02,-12011,1292,42111,-300,0,0,-15294,-14640,36545,-35911,-1792,0,1158
2024-10-04,14957,-1829,-31834,-8900,0,-2912,0,51546,78297,-100376,1051,0,21028
2024-10-07,541,-14,-7,987,0,0,1203,3394,15291,-28150,6755,0,6104
2024-10-08,-8993,-416,-9329,0,0,0,3830,1800,232354,-218069,-1177,0,-13108
2024-10-10,-44651,-58,-39202,-190154,0,0,-5582,4772,310385,-39202,3692,0,-274875
2024-10-11,-44168,1885,488,978,0,0,14792,3467,1152,21289,117,0,-22558
2024-10-14,921,-3176,-23161,-19851,0,1,-88,1540,80418,-36055,-549,0,-43814
2024-10-15,6957,-1680,-55849,-73026,0,0,-43698,29668,210010,-72394,12,0,-137628
2024-10-16,-19768,-21146,-18531,-68035,0,1,-61958,34550,100301,54754,-168,0,-154887
2024-10-17,7467,472,-23985,0,0,0,-10844,53004,9893,-35228,-779,0,26114
2024-10-18,6177,-50497,-4719,-4838,0,0,0,46461,49970,-42601,47,0,-7416
2024-10-21,-1363,0,-49630,-585,0,0,998,20913,20803,8294,570,0,-29667
2024-10-22,-4973,0,-52598,0,0,0,0,-2767,114920,-54767,185,0,-60338
2024-10-23,-953,-921,0,-6716,-4026,0,-66733,-92,35460,40045,3936,0,-79441
2024-10-24,-884,-30,1500,0,0,0,0,49,5036,-5672,1,0,635
2024-10-25,-726,-43,-14155,0,0,0,6,137,40791,-26147,137,0,-14781
2024-10-28,-3064,-88,0,-1,0,0,1632,-230,-36394,38131,14,0,-1751
2024-10-29,-361,0,13881,0,0,0,544,188,-13090,-1202,40,0,14252
2024-10-30,-159,0,2653,-1254,0,0,-744,380,-16910,14533,1501,0,876
2024-10-31,-795,15,0,58,0,0,-14359,-438,-46780,62347,-48,0,-15519
2024-11-01,7411,0,0,-26536,0,0,0,0,2275,17122,-272,0,-19125
2024-11-04,-2371,0,-701,-9844,0,0,14068,4782,241,-6375,200,0,5934
2024-11-05,8374,0,1410,-5514,0,0,0,190,2416,-4704,-2172,0,4460
2024-11-06,-4014,-47,318,-2605,0,0,-619,-4382,49765,-38428,12,0,-11349
2024-11-07,2249,0,-86,-7072,0,0,-1866,11624,30835,-35694,10,0,4849
2024-11-08,2695,-998,-2493,-716,0,0,4554,-7355,13054,-7766,-975,0,-4313
2024-11-11,349,-7,11167,142,0,-2392,0,468,95447,-105665,491,0,9727
2024-11-12,1591,3476,2000,-233,0,-1,-9058,7468,-17079,11580,256,0,5243
2024-11-13,3894,12,-2332,-681,0,-1,-110,5759,-12527,9353,-3367,0,6541
2024-11-14,27,145,1282,-1948,0,1,1048,475,29739,-30759,-10,0,1030
2024-11-15,-1088,936,1654,370,0,0,0,-6444,-70803,73352,2023,0,-4572
2024-11-18,2345,0,9887,-1686,0,0,-3017,14303,-11024,-10634,-174,0,21832
2024-11-19,2034,488,295,-2293,0,0,-195,1,-1950,2053,-433,0,330
2024-11-20,-660,0,-1297,-2509,0,0,0,22969,-51383,31497,1383,0,18503
2024-11-21,-898,0,-354,-149,0,0,990,11598,-21224,10032,5,0,11187
2024-11-22,-316,-162,1032,42,0,0,-2000,22807,-13284,-8161,42,0,21403
2024-11-25,-951,1773,-2871,-782,0,0,717,42227,-68438,28009,316,0,40113
2024-11-26,-234,240,-7360,-716,0,0,1080,14220,-45512,38813,-531,0,7230
2024-11-27,-2248,0,0,-716,0,0,928,56032,-22572,-31412,-12,0,53996
2024-11-28,-8868,-11898,-45,-703,0,0,20752,20638,-39885,23420,-3411,0,19876
2024-11-29,-1402,0,-4628,0,0,1,30350,59264,-100626,17114,-73,0,83585
2024-12-02,-1716,30,28489,0,0,0,33789,10541,-58361,-13163,391,0,71133
2024-12-03,-554,-2285,17799,277,0,-1,23302,12282,-79697,28932,-55,0,50820
2024-12-04,-16554,-6,-32945,73,0,0,22461,36366,21374,-31367,598,0,9395
2024-12-05,8938,0,0,-2148,0,0,22396,22168,-33870,-17535,51,0,51354
2024-12-06,44,493,-9108,-46,0,0,14785,48660,-66077,11083,166,0,54828
2024-12-09,7077,0,931,59,0,0,14176,31771,-43869,-10111,-34,0,54014
2024-12-10,4106,-2487,-11,-695,0,0,20960,15211,-59697,21790,823,0,37084
2024-12-11,19,-2533,-1805,-1025,0,0,14130,24816,-14911,-8553,-10138,0,33602
2024-12-12,-151,-4485,-3456,-732,0,0,14145,28829,-6889,-27268,7,0,34150
2024-12-13,-740,-1704,-4274,-1536,0,0,-21462,17247,86,11539,844,0,-12469
2024-12-16,-741,-303,5809,-1358,0,0,12502,29465,-55039,9636,29,0,45374
2024-12-17,-1784,-4556,197,-544,0,0,11569,-280,21393,-26005,10,0,4602
2024-12-18,619,-7395,-3507,-234,0,0,7600,-40083,54543,-11645,102,0,-43000
2024-12-19,6704,-4692,-11574,-598,0,0,12286,10,12494,-15346,716,0,2136
2024-12-20,11428,-4676,-3826,126,0,0,11344,-19805,-7244,12578,75,0,-5409
2024-12-23,4231,-7943,-3315,-716,0,0,15240,-29298,-2248,24044,5,0,-21801
2024-12-24,8359,0,1323,-671,0,0,15266,-23918,-7743,7363,21,0,359
2024-12-26,6810,7009,100,-693,0,0,3605,0,-29859,13028,0,0,16831
2024-12-27,9202,-248,24,60,0,0,119,-3,28670,-38103,279,0,9154
2024-12-30,9689,131,-213,-716,0,0,13812,-7051,-36196,20342,202,0,15652
2025-01-02,5729,57,27,14,0,0,9958,-5200,-1217,-9367,-1,0,10585
2025-01-03,4989,0,692,-716,0,0,17531,-22909,-33987,32763,1637,0,-413
2025-01-06,5130,139,2303,-49,0,0,16507,-70804,-2081,48796,59,0,-46774
2025-01-07,6727,-189,-11742,-279,0,0,30456,-29267,27935,-22947,-694,0,-4294
2025-01-08,10545,0,1683,224,0,0,14881,-31163,2196,1633,1,0,-3830
2025-01-09,9450,0,-11443,-680,0,0,10619,-52373,35076,8414,937,0,-44427
2025-01-10,457,-851,0,-647,0,0,20587,-16238,-22113,18000,805,0,3308
2025-01-13,-1816,-61,0,0,0,0,16641,-28137,27710,-14493,156,0,-13373
2025-01-14,-1180,-535,-7,-134,0,0,18517,-30564,-7945,22384,-536,0,-13903
2025-01-15,-1042,5,-202,4270,0,0,15322,-75238,-31442,88659,-332,0,-56885
2025-01-16,-499,0,-51706,-20,0,-1,28968,-37700,58991,3017,-1050,0,-60958
2025-01-17,-681,1267,21346,51939,0,-1842,32686,-78610,-81940,58690,-2855,0,26105
2025-01-20,-778,-321,0,5175,0,0,35271,-35333,23523,-27396,-141,0,4014
2025-01-21,-1513,0,-55,59,0,0,20601,-40435,24717,-2973,-401,0,-21343
2025-01-22,-1692,-8514,0,0,0,0,13147,-42465,28413,11107,4,0,-39524
2025-01-23,-2437,125,-133,-145,0,0,15355,120,7473,-20373,15,0,12885
2025-01-24,-2401,-414,0,0,0,0,14894,-24011,-3404,15330,6,0,-11932
2025-01-31,-1577,-228,21,-10000,0,0,9419,0,29365,-26220,-780,0,-2365
2025-02-03,1664,-92,0,143,0,0,17516,-180,-1612,-17499,60,0,19051
2025-02-04,-590,-29,-1079,164,0,0,20763,0,-56254,40535,-3510,0,19229
2025-02-05,-1415,-30,-336,-180,0,0,12325,-59751,28494,21133,-240,0,-49387
2025-02-06,-1660,-36,545,289,0,0,1009,-48,22588,-22360,-327,0,99
2025-02-07,-1286,-2663,-2698,0,0,0,15089,13620,-16943,-5190,71,0,22062
2025-02-10,-14,-70,26,218,0,0,21061,2584,-53759,29854,100,0,23805
2025-02-11,421,2056,-3294,254,0,-25,7729,-41228,22327,11315,445,0,-34087
2025-02-12,128,191,2135,0,0,0,35491,0,-96975,57773,1257,0,37945
2025-02-13,-1199,-1072,-1261,-125,0,0,25611,1500,820,-23998,-276,0,23454
2025-02-14,223,-371,-18,-126,0,0,5682,3888,-11112,1780,54,0,9278
2025-02-17,-422,-16,-1216,926,0,0,25527,4260,-70073,40807,207,0,29059
2025-02-18,1173,-2090,90,152,0,0,30226,5425,6191,-41322,155,0,34976
2025-02-19,-108,-23,3253,0,0,0,25535,4321,-39985,7369,-362,0,32978
2025-02-20,9582,2093,255,40448,0,1,40723,-18282,-158044,84105,-881,0,74820
2025-02-21,9237,-236,-14,271,0,0,26689,-21279,51233,-65597,-304,0,14668
2025-02-24,2464,-21,-35,12,0,0,26023,-298,-7016,-21067,-62,0,28145
2025-02-25,-137,47931,181250,21517,0,0,35098,-1055,-353546,70169,-1227,0,284604
2025-02-26,1021,2654,6295,330,0,0,30018,5732,45445,-91396,-99,0,46050
2025-02-27,15518,-40,62,5535,0,0,27567,4150,-9169,-45650,2027,0,52792
2025-02-28,2441,932,-781,-8853,0,0,35556,-27838,45987,-47940,496,0,1457
2025-03-04,225,-1336,-28472,-13395,0,1,34524,1021,275,8343,-1186,0,-7432
2025-03-05,1791,-41136,-17999,15,0,0,27121,196,18247,12349,-584,0,-30012
2025-03-06,-238,301,0,826,0,0,27831,-16122,-39636,26730,308,0,12598
2025-03-07,22096,0,44582,-1,0,1,85571,-15261,-112523,-24418,-47,0,136988
2025-03-10,-127,6,8012,0,0,0,23746,3217,-14702,-20173,21,0,34854
2025-03-11,-1684,41,18610,59,0,0,25194,1,-18444,-23896,119,0,42221
2025-03-12,8358,-545,16333,27,0,0,21264,6034,-18198,-33731,458,0,51471
2025-03-13,-21308,-18479,-34550,0,0,27640,12390,10306,167408,-142626,-781,0,-24001
2025-03-14,-12057,0,-75985,61,0,0,13235,46565,28130,1427,-1376,0,-28181
2025-03-17,1072,-6169,9645,1500,0,0,27193,8413,-72984,31072,258,0,41654
2025-03-18,421,0,-7583,-45,0,0,19524,13003,-39741,14123,298,0,25320
2025-03-19,-192,-22,1,0,0,0,4359,10,-18815,14214,445,0,4156
2025-03-20,143,0,5,59,0,0,15340,18241,-11297,-22124,-367,0,33788
2025-03-21,112,-7,48641,-14934,0,0,42490,-13420,-197582,135835,-1135,0,62882
2025-03-24,3133,0,-4,0,0,0,39409,-92204,141251,-92345,760,0,-49666
2025-03-25,3042,0,0,16,0,0,46162,9353,53562,-112342,207,0,58573
2025-03-26,-905,-121,-6,-4,0,0,27523,17750,-65110,20198,675,0,44237
2025-03-27,135,353,189,-3907,0,0,29002,14235,4597,-44808,204,0,40007
2025-03-28,-2882,-70,-14,0,0,0,24253,3386,-983,-21450,-2240,0,24673
2025-03-31,2578,-99,16729,130,0,0,73413,16723,-60486,-48902,-86,0,109474
2025-04-01,-4320,133,-10296,-3772,0,0,63665,19968,-66879,1885,-384,0,65378
2025-04-02,-141,-15,-19,0,0,0,25232,16306,58310,-99463,-210,0,41363
2025-04-03,4016,-5,31102,1677,0,0,55263,3124,-70637,-24850,310,0,95177
2025-04-04,30999,12317,15746,84366,0,0,58863,-73205,-351339,225036,-2783,0,129086
2025-04-07,15686,2,-2893,42655,0,1,43767,14119,4442,-119698,1919,0,113337
2025-04-08,6627,6424,61033,51248,0,0,58988,1793,-157220,-29996,1103,0,186113
2025-04-09,408,99,31997,-2083,0,1,24297,0,20850,-75573,4,0,54719
2025-04-10,-7263,-1341,-22508,32564,0,1,-289,-4786,-30078,33350,350,0,-3622
2025-04-11,-8543,-23,177,1760,0,1,29442,8211,-70594,39261,308,0,31025
2025-04-14,2546,-541,4895,39066,0,0,84458,16148,-104175,-41348,-1049,0,146572
2025-04-15,-4586,1221,80482,54449,0,1,76288,18099,-231853,6032,-133,0,225954
2025-04-16,-4063,0,45597,35577,0,0,62988,27926,-111260,-55950,-815,0,168025
2025-04-17,29008,23737,5299,-6906,0,0,107627,15309,-99276,-74692,-106,0,174074
2025-04-18,-18563,-5,36735,35163,10235,1,10000,-8575,-38422,-27462,893,0,64991
2025-04-21,738,3134,22215,14861,0,7004,5395,34989,-48490,-38994,-852,0,88336
2025-04-22,3604,5848,53670,-47869,0,2209,60528,20689,-35315,-63842,478,0,98679
2025-04-23,-826,16626,5058,-10674,0,0,-31948,49083,-60215,32661,235,0,27319
2025-04-24,-1140,4677,-8640,-6594,0,0,-20000,32554,-19668,18808,3,0,857
2025-04-25,-7108,1293,-33191,-17544,0,0,0,57490,-46516,45625,-49,0,940
2025-04-28,74830,5809,-1212,41133,0,2,6930,34001,-124245,-37531,283,0,161493
2025-04-29,-436,0,-19822,7253,0,1,0,30323,-3842,-12999,-478,0,17319
2025-04-30,-1228,0,1850,7885,0,0,35053,21486,-34418,-30629,1,0,65046
2025-05-02,930,0,37,2938,0,0,41563,737,-27855,-18350,0,0,46205
2025-05-07,-2748,-321,19179,-5446,0,1,34788,18356,-88696,24937,-50,0,63809
2025-05-08,3428,-730,3427,-892,0,0,13101,23253,-33022,-8565,0,0,41587
2025-05-09,861,13977,8503,-2998,0,0,39493,27778,-62119,-25378,-117,0,87614
2025-05-12,4318,-24,3353,-1835,-2783,0,56370,17971,-45529,-31813,-28,0,77370
2025-05-13,-641,62,6685,26520,0,0,22614,44653,-106217,6269,55,0,99893
2025-05-14,490,4990,-2168,-383,-3711,1,25614,47956,-92375,19835,-249,0,72789
2025-05-15,1152,18805,50322,13948,0,24176,25631,20998,-106400,-48150,-482,0,155032
2025-05-16,-2715,18149,53324,84390,0,0,21102,-13535,-69585,-91058,-72,0,160715
2025-05-19,-1372,4532,51392,6622,0,0,13951,37190,-79837,-32104,-374,0,112315
2025-05-20,10902,14538,6559,-10833,-3643,1,65905,24533,-58340,-48982,-640,0,107962
2025-05-21,6266,-23,2456,76885,0,0,-488,18119,21438,-124923,270,0,103215
2025-05-22,635,12364,40698,7476,0,1379,18312,32003,-70218,-42525,-124,0,112867
2025-05-23,-13001,-29356,5135,-6392,-3553,0,-56898,-30251,11332,122952,32,0,-134316
2025-05-26,4769,-777,4780,16524,-1065,-2484,-18407,-178875,7702,168001,-168,0,-175535
2025-05-27,8155,5115,4652,-56482,0,1,2650,-812,13796,22644,281,0,-36721
2025-05-28,15977,-320,-42800,-29071,0,0,0,-48015,44415,59707,107,0,-104229
2025-05-29,-39445,-7224,-1574,-96278,0,0,-78404,-167917,146267,244762,-187,0,-390842
2025-05-30,9116,-1783,5077,-5648,0,0,-17923,-49750,64525,-3612,-2,0,-60911
2025-06-02,17705,1272,36718,169463,0,0,-5139,-114462,3893,-109131,-319,0,105557
2025-06-04,34246,-4980,58724,42056,0,6753,-11721,-70697,-144233,90319,-467,0,54381
2025-06-05,6101,-2169,615,12746,0,-147,-43490,148598,11357,-133487,-124,0,122254
2025-06-09,16164,-29329,58019,65931,0,0,25044,-182917,-90941,140256,-2227,0,-47088
2025-06-10,7931,470,-27349,12737,0,0,29721,-28663,108460,-103403,96,0,-5153
2025-06-11,14835,-2888,-30494,-17153,0,1,29126,7341,32700,-32867,-601,0,768
2025-06-12,5843,4041,-9268,4455,0,0,32391,4812,-83290,38038,2978,0,42274
2025-06-13,3308,-3170,-29011,1595,0,0,-815,2978,-10086,31523,3678,0,-25115
2025-06-16,-5452,-91,-20459,-4841,0,0,0,-78818,31835,78110,-284,0,-109661
2025-06-17,-5286,-498,-557,-9180,0,-198,19018,-177711,13515,160254,643,0,-174412
2025-06-18,15207,7302,49448,-23642,0,1,65658,-232855,-177293,296317,-143,0,-118881
2025-06-19,11432,34502,107714,-18723,0,-527,117943,-243180,-101925,98893,-6129,0,9161
